age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
64, Self-emp-not-inc,167877, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
51, Private,292110, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States
43, Federal-gov,269733, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
39, Private,97771, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
49, Private,196360, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States
44, Private,143939, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
19, Private,140499, HS-grad,9, Never-married, Protective-serv, Other-relative, White, Male,0,0,40, United-States
19, ?,331702, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States
42, Private,167174, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, China
46, Private,190482, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
26, Private,192652, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States
25, Private,66935, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
39, Self-emp-not-inc,151835, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
23, State-gov,71996, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,52, United-States
18, Private,179020, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,48, United-States
45, Self-emp-not-inc,277434, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
42, ?,191149, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,28, United-States
53, Self-emp-inc,251240, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,50, United-States
24, Private,236696, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, Taiwan
61, Local-gov,224598, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,24, ?
35, Private,269323, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States
52, Private,148509, 10th,6, Married-spouse-absent, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,45, ?
21, Private,60668, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States
38, Private,163204, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, United-States
29, Private,312985, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2129,50, United-States
39, Private,100032, HS-grad,9, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,15, United-States
33, Private,223212, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico
36, Self-emp-not-inc,294672, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
49, Private,196707, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
33, Private,116294, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
57, Private,197994, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,32, United-States
42, Private,162884, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,60, Columbia
21, Private,479296, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States
38, Federal-gov,68840, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
28, Private,425127, 9th,5, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,35, United-States
54, Private,74660, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Canada
21, ?,177144, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,0,22, India
39, Private,389279, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
33, Private,228931, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States
49, Self-emp-not-inc,203505, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States
21, Private,143436, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
28, Private,148084, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Dominican-Republic
34, Private,153927, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
20, Private,38238, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States
31, Self-emp-not-inc,271173, Some-college,10, Never-married, Craft-repair, Own-child, Black, Male,4650,0,40, United-States
41, Private,54422, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
29, Local-gov,76978, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States
24, Private,214810, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States
43, Private,91317, Assoc-acdm,12, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States
22, Private,380899, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
19, Private,56750, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States
25, Private,177221, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States
37, Private,82521, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,4064,0,46, United-States
32, Private,193285, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
48, Self-emp-not-inc,116360, Assoc-voc,11, Divorced, Tech-support, Other-relative, Black, Female,0,0,10, United-States
32, Private,351770, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States
65, Private,95644, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States
39, Private,276559, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,2444,45, United-States
39, Private,171524, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Columbia
47, ?,175530, 5th-6th,3, Separated, ?, Own-child, White, Female,0,0,56, Mexico
23, Private,96748, Bachelors,13, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
42, Local-gov,216411, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, Puerto-Rico
21, Private,194096, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
44, Private,30424, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,1980,40, United-States
24, ?,115085, HS-grad,9, Married-civ-spouse, ?, Other-relative, White, Male,0,0,40, United-States
61, Private,213700, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States
44, State-gov,119567, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States
51, Private,143822, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
50, Private,69477, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States
47, Local-gov,33114, 11th,7, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States
23, Private,72055, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
24, Self-emp-not-inc,49154, 11th,7, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States
42, Private,112507, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States
90, Private,250832, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2414,0,40, United-States
41, Federal-gov,73070, Masters,14, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States
38, Private,216385, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1740,40, Haiti
41, Private,347890, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
52, Local-gov,133403, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
28, Private,179191, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States
33, Private,29144, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
64, Self-emp-not-inc,46366, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States
45, Private,205816, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States
26, Private,185885, Assoc-acdm,12, Never-married, Tech-support, Other-relative, White, Female,0,0,20, United-States
62, Private,82906, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,4064,0,35, England
37, Private,175232, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
53, Private,199720, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
42, Self-emp-not-inc,115932, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
18, ?,274445, HS-grad,9, Never-married, ?, Own-child, White, Male,0,1602,20, United-States
41, Private,144752, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States
21, ?,208117, 10th,6, Never-married, ?, Not-in-family, White, Female,0,0,30, United-States
55, Private,119751, Masters,14, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Thailand
36, Private,214807, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States
61, Private,258775, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,4386,0,40, United-States
61, ?,195789, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
25, Private,294406, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States
40, Local-gov,104196, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
31, Private,179415, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico
26, ?,104756, HS-grad,9, Married-AF-spouse, ?, Wife, White, Female,0,1651,42, United-States
26, Private,174592, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States
37, Private,160916, 7th-8th,4, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States
59, Local-gov,53612, Masters,14, Separated, Prof-specialty, Own-child, Black, Female,0,0,35, United-States
23, Private,186006, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,37, United-States
28, Private,137063, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States
19, ?,138153, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States
39, Private,30875, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States
35, State-gov,210866, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
50, Private,49340, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
52, Self-emp-inc,311259, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
21, Private,366929, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,38, United-States
39, Private,166697, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States
38, Private,259846, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
43, Private,203554, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States
41, Private,115323, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
34, Private,120461, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
51, Private,194995, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
40, Private,114157, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
27, Private,336162, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States
39, Private,210945, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States
35, ?,29075, 11th,7, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Female,0,0,6, United-States
20, ?,322144, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States
41, Private,236483, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
24, Private,135267, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
38, Private,103886, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States
30, Local-gov,370990, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States
31, Private,188246, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
27, Local-gov,113054, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female,0,0,32, United-States
62, State-gov,160062, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States
39, Self-emp-not-inc,339029, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
36, Private,239409, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States
43, Federal-gov,53956, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States
47, Private,189143, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States
56, Private,68452, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States
34, Private,137616, 9th,5, Never-married, Sales, Unmarried, Black, Female,0,0,35, United-States
36, Private,31023, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
39, Private,365009, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
55, Self-emp-inc,142020, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States
37, Private,261241, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1485,50, United-States
29, Private,188564, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States
71, Private,150943, Bachelors,13, Widowed, Exec-managerial, Other-relative, White, Female,0,0,40, United-States
62, Private,195543, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States
48, Private,284916, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?
54, Private,195015, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
64, Private,278515, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
52, Private,176240, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
32, Private,265638, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, United-States
32, Private,183470, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States
17, Private,118792, 11th,7, Never-married, Sales, Other-relative, White, Female,0,0,24, United-States
23, Private,213734, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
38, Local-gov,339442, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
28, Private,216604, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,14, United-States
47, Private,219632, 1st-4th,2, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico
34, Self-emp-not-inc,372793, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,21, ?
26, Private,93169, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
26, Private,102875, Assoc-acdm,12, Never-married, Sales, Own-child, White, Female,0,0,40, India
58, Private,179715, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States
21, Private,186087, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
18, Private,126913, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States
27, Private,225895, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
37, Private,342642, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
68, Self-emp-not-inc,273088, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States
38, Private,216845, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, Mexico
66, Self-emp-not-inc,298045, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States
28, Self-emp-not-inc,123983, Masters,14, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, South
52, Private,234286, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,84, United-States
49, Private,175958, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States
32, Private,331539, HS-grad,9, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States
45, Private,132847, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States
36, Private,68798, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States
24, Private,330724, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,16, ?
45, Local-gov,187715, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
40, Private,85668, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
38, Private,349198, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,21, United-States
30, Private,113453, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States
51, Private,94819, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States
20, Private,92863, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
60, Private,178312, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,1902,70, United-States
34, Private,442656, 11th,7, Never-married, Sales, Unmarried, White, Female,0,0,65, Guatemala
38, Self-emp-not-inc,187098, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States
52, Local-gov,136175, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States
29, Private,283227, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
26, Private,63234, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,4508,0,12, United-States
21, Private,80680, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,64, United-States
37, Local-gov,184474, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,2977,0,55, United-States
33, Private,145437, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States
44, Private,190531, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States
22, Private,141003, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States
41, Private,244945, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States
45, Private,130561, 11th,7, Never-married, Sales, Not-in-family, Black, Female,0,0,35, United-States
28, Private,104870, Assoc-voc,11, Never-married, Other-service, Not-in-family, Black, Female,0,0,48, United-States
43, Private,56651, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
25, ?,177812, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States
49, Local-gov,97176, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,47, United-States
17, Private,266497, 9th,5, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico
38, Private,341943, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
29, Private,131045, Assoc-voc,11, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
23, Private,148709, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States
47, Private,189680, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
49, Private,367037, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,4650,0,40, United-States
44, Private,96170, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States
69, Private,119907, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
39, Self-emp-not-inc,107302, Bachelors,13, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,35, United-States
32, Private,177695, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, India
52, Self-emp-not-inc,30008, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States
48, Private,65353, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States
45, Private,355781, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Japan
48, Private,180010, Some-college,10, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States
30, Private,226535, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,4865,0,40, United-States
62, ?,103575, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,5178,0,40, United-States
31, Local-gov,168740, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States
30, Private,139838, 10th,6, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States
38, Federal-gov,455379, 12th,8, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States
29, Private,154236, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,58, United-States
48, State-gov,104353, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, United-States
34, Private,424988, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico
24, Private,194848, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States
26, Private,38257, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States
34, Private,167049, Bachelors,13, Married-civ-spouse, Priv-house-serv, Wife, White, Female,0,0,20, United-States
48, Private,129777, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
41, Private,190786, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States
43, Private,195258, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
28, State-gov,200068, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States
66, Self-emp-not-inc,99927, HS-grad,9, Widowed, Tech-support, Not-in-family, White, Female,0,0,45, United-States
36, Federal-gov,20469, HS-grad,9, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States
29, Private,334096, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States
33, Private,153005, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
30, Local-gov,210926, 9th,5, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Mexico
39, Self-emp-not-inc,246900, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States
20, Private,73266, Some-college,10, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States
37, Private,200426, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,18, United-States
42, Federal-gov,348059, Assoc-acdm,12, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States
33, Private,204557, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
22, Self-emp-inc,171041, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
26, Private,124953, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, ?
36, Private,73023, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,2202,0,40, United-States
51, Private,186299, Preschool,1, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States
35, Private,102178, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
68, Self-emp-not-inc,128986, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States
37, Private,202683, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States
26, Private,60726, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Male,6849,0,50, United-States
53, Private,289620, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, ?
18, Private,54440, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States
43, Private,183342, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
24, Private,253190, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
21, Private,92898, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
66, Private,115880, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3818,0,40, United-States
64, Private,301352, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
21, Private,57711, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States
25, Private,227465, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
33, Private,170651, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1977,38, United-States
25, Federal-gov,253135, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, ?
35, Self-emp-inc,333636, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,75, United-States
40, Private,225263, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States
38, Private,172918, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
20, ?,228326, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,60, United-States
30, Private,195602, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, ?
42, Private,199018, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
25, ?,193511, Bachelors,13, Never-married, ?, Own-child, White, Female,0,0,35, El-Salvador
61, Private,143837, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
34, Private,235271, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,86, United-States
35, Private,185084, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States
34, Private,172714, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
42, Local-gov,118261, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States
64, Private,64544, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States
19, Private,307761, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,15, United-States
33, Self-emp-inc,137421, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, South
33, Private,454717, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States
38, Private,179481, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland
